date,weekday,USD/CNY,EUR/CNY,100JPY/CNY,HKD/CNY,GBP/CNY,AUD/CNY,NZD/CNY,SGD/CNY,CHF/CNY,CAD/CNY,CNY/MYR,CNY/RUB,CNY/ZAR,CNY/KRW,CNY/AED,CNY/SAR,CNY/HUF,CNY/PLN,CNY/DKK,CNY/SEK,CNY/NOK,CNY/TRY,CNY/MXN,CNY/THB
2016-07-07,四,6.682,7.4118,6.614,0.8613,8.6248,5.0216,4.7640,4.9496,6.8533,5.1551,0.6008,9.6123,2.2060,173.45,,,,,,,,,,
2016-07-06,三,6.6857,7.3841,6.6022,0.8617,8.6647,4.9698,4.7596,4.9406,6.8405,5.1403,0.5996,9.6263,2.2095,173.56,,,,,,,,,,
2016-07-05,二,6.6594,7.4161,6.4986,0.8584,8.8408,5.0108,4.8021,4.9457,6.8584,5.1738,0.5985,9.6122,2.1895,172.65,,,,,,,,,,
2016-07-04,一,6.6472,7.399,6.4813,0.8568,8.8327,4.9631,4.7680,4.9396,6.8232,5.1477,0.5995,9.5909,2.1951,172.73,,,,,,,,,,
2016-07-01,五,6.6496,7.3796,6.4457,0.857,8.8687,4.9523,4.7441,4.9363,6.8099,5.1307,0.6012,9.6017,2.2189,173.19,,,,,,,,,,
2016-06-30,四,6.6312,7.375,6.4491,0.8547,8.9212,4.9452,4.7173,4.9239,6.7730,5.1222,0.6051,9.6075,2.2273,174.00,,,,,,,,,,
2016-06-29,三,6.6324,7.3482,6.4678,0.8548,8.8506,4.9046,4.6898,4.9048,6.7663,5.0885,0.6108,9.7127,2.2857,176.03,,,,,,,,,,
2016-06-28,二,6.6528,7.3238,6.53,0.8574,8.7992,4.89,4.6657,4.8841,6.7978,5.0917,0.6156,9.8394,2.3165,171.71,,,,,,,,,,
2016-06-27,一,6.6375,7.3184,6.5042,0.8552,8.9194,4.9384,4.7149,4.8883,6.8279,5.085,0.6157,9.8737,2.2855,176.31,,,,,,,,,,
2016-06-24,五,6.5776,7.4434,6.2725,0.8479,9.5899,4.9551,4.7354,4.8965,6.8447,5.1255,0.6067,9.7141,2.2118,,,,,,,,,,,
2016-06-23,四,6.5658,7.4447,6.27,0.8464,9.7242,4.9371,4.7075,4.9122,6.8445,5.1267,0.6115,9.8141,2.2208,,,,,,,,,,,
2016-06-22,三,6.5935,7.4087,6.2949,0.8498,9.6675,4.9109,4.6970,4.9073,6.8512,5.1467,0.6112,9.6827,2.2383,,,,,,,,,,,
2016-06-21,二,6.5656,7.4393,6.3223,0.8461,9.6319,4.9026,4.6743,4.8923,6.8295,5.1306,0.6168,9.7639,2.2579,,,,,,,,,,,
2016-06-20,一,6.5708,7.4563,6.2811,0.8468,9.5479,4.8805,4.6532,4.8853,6.8477,5.1147,0.6198,9.837,2.2928,,,,,,,,,,,
2016-06-17,五,6.5795,7.4038,6.2913,0.848,9.3732,4.8554,4.6413,4.8808,6.8179,5.0929,0.6214,9.9797,,,,,,,,,,,,
2016-06-16,四,6.5739,7.4131,6.2177,0.8471,9.3331,4.8772,4.6541,4.8684,6.8435,5.0953,0.62,9.9612,,,,,,,,,,,,
2016-06-15,三,6.6001,7.3975,6.2298,0.8504,9.3224,4.853,4.6107,4.8689,6.8563,5.1295,0.6198,10.0161,,,,,,,,,,,,
2016-06-14,二,6.5791,7.4307,6.1851,0.8475,9.3572,4.8533,4.6148,4.8494,6.8282,5.1287,0.6183,9.9476,,,,,,,,,,,,
2016-06-13,一,6.5805,7.4048,6.1817,0.8477,9.3602,4.8584,4.6465,4.8387,6.8305,5.1483,0.6176,9.9088,,,,,,,,,,,,
2016-06-08,三,6.5593,7.4503,6.1207,0.8446,9.5366,4.8845,4.5691,4.8533,6.7978,5.1474,0.6172,9.8471,,,,,,,,,,,,
2016-06-07,二,6.5618,7.4499,6.1101,0.8448,9.4873,4.836,4.5321,4.8378,6.7633,5.1204,0.6197,9.9776,,,,,,,,,,,,
2016-06-06,一,6.5497,7.4377,6.1406,0.8432,9.4281,4.8068,4.5419,4.8220,6.7069,5.0511,0.6255,10.0379,,,,,,,,,,,,
2016-06-03,五,6.5793,7.3347,6.0431,0.8468,9.483,4.7532,4.4807,4.7831,6.6438,5.0254,0.6288,10.1536,,,,,,,,,,,,
2016-06-02,四,6.5688,7.355,6.006,0.8455,9.4706,4.7611,4.4797,4.7729,6.6491,5.0251,0.6297,10.1924,,,,,,,,,,,,
2016-06-01,三,6.5889,7.3308,5.9543,0.8479,9.5369,4.769,4.4707,4.7803,6.6311,5.0355,0.6234,10.105,,,,,,,,,,,,
2016-05-31,二,6.579,7.3318,5.932,0.8468,9.6326,4.7315,4.4126,4.7677,6.6346,5.0441,0.6232,9.9749,,,,,,,,,,,,
2016-05-30,一,6.5784,7.3015,5.9365,0.847,9.6156,4.7216,4.4020,4.7639,6.6134,5.0328,0.6193,10.1117,,,,,,,,,,,,
2016-05-27,五,6.549,7.3334,5.9706,0.8433,9.6059,4.7328,4.4216,4.7719,6.6232,5.047,0.6192,10.0469,,,,,,,,,,,,
2016-05-26,四,6.5552,7.318,5.9597,0.8443,9.6368,4.7097,4.3981,4.7596,6.6166,5.0339,0.6225,9.9795,,,,,,,,,,,,
2016-05-25,三,6.5693,7.3118,5.9662,0.8458,9.5998,4.7238,4.4333,4.7531,6.6145,5.0082,0.6234,10.0905,,,,,,,,,,,,
2016-05-24,二,6.5468,7.3424,5.99,0.8429,9.4811,4.7249,4.4187,4.7497,6.6165,4.9789,0.6221,10.1754,,,,,,,,,,,,
2016-05-23,一,6.5455,7.3471,5.9488,0.8427,9.4875,4.7328,4.4316,4.7443,6.6075,4.9926,0.6204,10.1942,,,,,,,,,,,,
2016-05-20,五,6.551,7.3377,5.9558,0.8435,9.5622,4.7357,4.4265,4.7507,6.6112,5.0073,0.62,10.1947,,,,,,,,,,,,
2016-05-19,四,6.5531,7.3508,5.9539,0.8437,9.5649,4.7365,4.4227,4.7441,6.6371,5.0262,0.6183,10.0774,,,,,,,,,,,,
2016-05-18,三,6.5216,7.3778,5.9832,0.8401,9.4248,4.7667,4.4408,4.7572,6.6534,5.0469,0.6146,9.9293,,,,,,,,,,,,
2016-05-17,二,6.52,7.3823,5.9825,0.8399,9.4175,4.751,4.4216,4.7654,6.6694,5.0503,0.6147,9.9539,,,,,,,,,,,,
2016-05-16,一,6.5343,7.3876,6.0135,0.8416,9.3766,4.756,4.4205,4.7573,6.7002,5.0427,0.6162,10.0225,,,,,,,,,,,,
2016-05-13,五,6.5246,7.4144,5.9877,0.8407,9.4225,4.7717,4.4475,4.7466,6.7188,5.0783,0.6154,9.9384,,,,,,,,,,,,
2016-05-12,四,6.4959,7.4289,5.9953,0.8371,9.3805,4.7844,4.4326,4.7534,6.6905,5.054,0.6185,10.0006,,,,,,,,,,,,
2016-05-11,三,6.5209,7.4159,5.9714,0.8402,9.4241,4.8101,4.4405,4.7690,6.6867,5.0495,0.618,10.1513,,,,,,,,,,,,
2016-05-10,二,6.5233,7.422,6.0181,0.8403,9.3992,4.7713,4.4076,4.7528,6.7162,5.0272,0.6165,10.1757,,,,,,,,,,,,
2016-05-09,一,6.5105,7.4146,6.0613,0.839,9.3901,4.7988,4.4517,4.7796,6.6918,5.0297,0.6123,10.1067,,,,,,,,,,,,
2016-05-06,五,6.5202,7.4289,6.0764,0.8401,9.4415,4.869,4.4868,4.7956,6.7331,5.065,0.6123,10.117,,,,,,,,,,,,
2016-05-05,四,6.5128,7.4765,6.0848,0.839,9.4443,4.8592,4.4881,4.7924,6.8029,5.0616,0.613,10.2364,,,,,,,,,,,,
2016-05-04,三,6.4943,7.4613,6.0917,0.8367,9.4459,4.87,4.4992,4.8037,6.8088,5.112,0.6049,10.2232,,,,,,,,,,,,
2016-05-03,二,6.4565,7.4476,6.0789,0.8321,9.4791,4.9564,4.5480,4.8238,6.7692,5.1574,0.6019,10.0142,,,,,,,,,,,,
2016-04-29,五,6.4589,7.3439,5.982,0.8326,9.4403,4.9289,4.4964,4.8106,6.6854,5.1498,0.5994,9.9933,,,,,,,,,,,,
2016-04-28,四,6.4954,7.35,5.8231,0.8374,9.4415,4.9346,4.4910,4.8173,6.6871,5.1596,0.5991,10.0285,,,,,,,,,,,,
2016-04-27,三,6.4837,7.3272,5.8291,0.836,9.4532,5.0236,4.4691,4.8008,6.6614,5.1433,0.6026,10.0644,,,,,,,,,,,,
2016-04-26,二,6.4882,7.3161,5.842,0.8365,9.4011,5.0065,4.4566,4.8021,6.6560,5.1193,0.5995,10.2523,,,,,,,,,,,,
2016-04-25,一,6.512,7.307,5.8426,0.8395,9.401,5.0138,4.4630,4.8045,6.6568,5.1336,0.5974,10.2286,,,,,,,,,,,,
2016-04-22,五,6.4898,7.3259,5.9322,0.8365,9.2978,5.0317,4.4870,4.8105,6.6607,5.1081,0.599,10.3025,,,,,,,,,,,,
2016-04-21,四,6.4803,7.3175,5.9013,0.8355,9.2864,5.0901,4.5168,4.8133,6.6723,5.1203,0.5965,10.0618,,,,,,,,,,,,
2016-04-20,三,6.4579,7.3383,5.9154,0.8327,9.2927,5.0367,4.5366,4.8236,6.7151,5.087,0.5969,10.2228,,,,,,,,,,,,
2016-04-19,二,6.47,7.3191,5.9341,0.8343,9.2427,5.0241,4.5127,4.7896,6.7080,5.0646,0.6021,10.2208,,,,,,,,,,,,
2016-04-18,一,6.4787,7.3197,5.9907,0.8354,9.1834,4.958,4.4650,4.7624,6.7019,4.9951,0.6049,10.4182,,,,,,,,,,,,
2016-04-15,五,6.4908,7.3056,5.9294,0.8368,9.1783,4.9912,4.4497,4.7578,6.7102,5.0563,0.5981,10.1869,,,,,,,,,,,,
2016-04-14,四,6.4891,7.3056,5.9274,0.8365,9.2023,4.9572,4.4737,4.7775,6.7100,5.0507,0.5961,10.2223,,,,,,,,,,,,
2016-04-13,三,6.4591,7.3537,5.9456,0.8329,9.2141,4.9605,4.4718,4.8068,6.5933,5.0557,0.5966,10.1578,,,,,,,,,,,,
2016-04-12,二,6.4616,7.3705,5.9795,0.8332,9.1941,4.9036,4.4285,4.8056,6.7678,5.0036,0.5996,10.346,,,,,,,,,,,,
2016-04-11,一,6.4649,7.3696,5.9748,0.8333,9.1279,4.8824,4.4014,4.7927,6.7785,4.9734,0.6004,10.4066,,,,,,,,,,,,
2016-04-08,五,6.4733,7.3619,5.9703,0.8342,9.102,4.864,4.3923,4.7838,6.7694,4.9264,0.6043,10.5148,,,,,,,,,,,,
2016-04-07,四,6.4707,7.3803,5.8954,0.8344,9.1418,4.9242,4.4180,4.8050,6.7679,4.9516,0.5985,10.4501,,,,,,,,,,,,
2016-04-06,三,6.4754,7.367,5.8655,0.8349,9.1644,4.886,4.4052,4.7791,6.7695,4.931,0.6034,10.594,,,,,,,,,,,,
2016-04-05,二,6.4663,7.3665,5.8203,0.8339,9.2256,4.9128,4.4048,4.7795,6.7474,4.938,0.6026,10.5994,,,,,,,,,,,,
2016-04-01,五,6.4585,7.3493,5.7413,0.8328,9.2774,4.9547,4.4688,4.7906,6.7182,4.9742,0.6002,10.3747,,,,,,,,,,,,
2016-03-31,四,6.4612,7.3312,5.753,0.8333,9.2935,4.955,4.4679,4.7884,6.6989,4.9805,0.6078,10.5316,,,,,,,,,,,,
2016-03-30,三,6.4841,7.3327,5.7624,0.836,9.338,4.9549,4.4538,4.7910,6.7160,4.9633,0.6122,10.4886,,,,,,,,,,,,
2016-03-29,二,6.506,7.2877,5.7386,0.8387,9.2732,4.9114,4.3811,4.7537,6.6797,4.9348,0.6148,10.5367,,,,,,,,,,,,
2016-03-28,一,6.5232,7.275,5.7476,0.8408,9.2115,4.8925,4.3542,4.7498,6.6661,4.9133,0.6182,10.4914,,,,,,,,,,,,
2016-03-25,五,6.5223,7.2785,5.7727,0.8405,9.2175,4.9052,4.3863,4.7573,6.6806,4.9251,0.6166,10.5661,,,,,,,,,,,,
2016-03-24,四,6.515,7.2742,5.7923,0.8397,9.187,4.8943,4.3679,4.7575,6.6746,4.9266,0.6156,10.5509,,,,,,,,,,,,
2016-03-23,三,6.4936,7.2834,5.7853,0.8375,9.2312,4.9498,4.3856,4.7712,6.6705,4.9763,0.6153,10.4155,,,,,,,,,,,,
2016-03-22,二,6.4971,7.2955,5.7963,0.8379,9.3331,4.9182,4.3918,4.7678,6.6926,4.9657,0.6231,10.4558,,,,,,,,,,,,
2016-03-21,一,6.4824,7.3072,5.8182,0.8359,9.3718,4.9191,4.3867,4.7688,6.6544,4.9639,0.6244,10.5278,,,,,,,,,,,,
2016-03-18,五,6.4628,7.3253,5.8165,0.8333,9.3696,4.9475,4.4242,4.7890,6.6556,4.9737,0.6229,10.5188,,,,,,,,,,,,
2016-03-17,四,6.4961,7.2888,5.7608,0.8374,9.267,4.9167,4.3836,4.7565,6.6225,4.9581,0.6279,10.6077,,,,,,,,,,,,
2016-03-16,三,6.5172,7.2331,5.7581,0.8398,9.2181,4.8629,4.3062,4.7179,6.5987,4.8811,0.6324,10.8784,,,,,,,,,,,,
2016-03-15,二,6.5079,7.2172,5.717,0.8387,9.289,4.8842,4.3413,4.7231,6.5901,4.902,0.6307,10.763,,,,,,,,,,,,
2016-03-14,一,6.4913,7.2457,5.707,0.8365,9.3352,4.913,4.3776,4.7250,6.6066,4.9069,0.6288,10.7744,,,,,,,,,,,,
2016-03-11,五,6.4905,7.2675,5.745,0.836,9.282,4.8447,4.3377,4.7092,6.6027,4.8673,0.6289,10.9756,,,,,,,,,,,,
2016-03-10,四,6.5127,7.1531,5.7521,0.8387,9.2511,4.8618,4.3293,4.7137,6.5240,4.9115,0.6311,10.9106,,,,,,,,,,,,
2016-03-09,三,6.5106,7.1612,5.7843,0.8383,9.2497,4.8385,4.3918,4.6990,6.5346,4.8512,0.6324,11.1927,,,,,,,,,,,,
2016-03-08,二,6.5041,7.1689,5.74,0.8375,9.2782,4.8463,4.4114,4.7162,6.5328,4.8918,0.6258,10.9705,,,,,,,,,,,,
2016-03-07,一,6.5113,7.1625,5.7221,0.8386,9.2549,4.8212,4.4137,4.7319,6.5499,4.8832,0.63,11.0819,,,,,,,,,,,,
2016-03-04,五,6.5284,7.1494,5.7444,0.8403,9.2504,4.7953,4.3872,4.7062,6.5795,4.8667,0.6308,11.1844,,,,,,,,,,,,
2016-03-03,四,6.5412,7.1121,5.7591,0.8416,9.2099,4.7639,4.3569,4.6800,6.5641,4.8706,0.6305,11.2236,,,,,,,,,,,,
2016-03-02,三,6.549,7.1181,5.7482,0.8424,9.1394,4.7205,4.3469,4.6725,6.5700,4.8771,0.6323,11.1749,,,,,,,,,,,,
2016-03-01,二,6.5385,7.1211,5.8208,0.8411,9.1159,4.6625,4.3193,4.6556,6.5561,4.8283,0.6379,11.4399,,,,,,,,,,,,
2016-02-29,一,6.5452,7.1533,5.763,0.8419,9.0777,4.6651,4.3214,4.6456,6.5724,4.8286,0.6434,11.6407,,,,,,,,,,,,
2016-02-26,五,6.5338,7.2089,5.775,0.841,9.1245,4.7293,4.4108,4.6652,6.6028,4.8259,0.6404,11.528,,,,,,,,,,,,
2016-02-25,四,6.5318,7.1924,5.8282,0.8409,9.0973,4.6872,4.3507,4.6508,6.6028,4.766,0.6424,11.6335,,,,,,,,,,,,
2016-02-24,三,6.5302,7.1912,5.8312,0.8406,9.1454,4.7009,4.3303,4.6409,6.5846,4.7337,0.643,11.6708,,,,,,,,,,,,
2016-02-23,二,6.5273,7.188,5.7794,0.8401,9.2177,4.7136,4.3695,4.6566,6.5272,4.761,0.6413,11.5541,,,,,,,,,,,,
2016-02-22,一,6.5165,7.2463,5.783,0.8386,9.3196,4.6646,4.3255,4.6374,6.5809,4.7269,0.6435,11.8062,,,,,,,,,,,,
2016-02-19,五,6.5186,7.2472,5.7669,0.838,9.3403,4.6541,4.3218,4.6384,6.5735,4.7374,0.6392,11.7346,,,,,,,,,,,,
2016-02-18,四,6.5152,7.2578,5.7203,0.8368,9.3184,4.6682,4.3249,4.6443,6.5734,4.7647,0.6401,11.4822,,,,,,,,,,,,
2016-02-17,三,6.5237,7.2525,5.7014,0.8372,9.3166,4.636,4.2857,4.6336,6.5876,4.7045,0.6416,11.9289,,,,,,,,,,,,
2016-02-16,二,6.513,7.2702,5.6839,0.8367,9.3944,4.6539,4.3359,4.6502,6.5910,4.7244,0.6332,11.8291,,,,,,,,,,,,
2016-02-15,一,6.5118,7.3397,5.7437,0.8361,9.4868,4.6603,4.3465,4.6822,6.6874,4.7068,0.6338,11.9292,,,,,,,,,,,,
2016-02-05,五,6.5314,7.3333,5.5977,0.8389,9.548,4.7161,4.3972,4.6845,6.5936,4.7498,0.6268,11.7246,,,,,,,,,,,,
2016-02-04,四,6.5419,7.2755,5.5536,0.8398,9.5641,4.6972,4.3667,4.6335,6.5274,4.7529,0.6347,11.7242,,,,,,,,,,,,
2016-02-03,三,6.5521,7.1626,5.4718,0.8401,9.4478,4.6083,4.2846,4.5884,6.4408,4.6505,0.6422,12.1412,,,,,,,,,,,,
2016-02-02,二,6.551,7.1442,5.4215,0.8422,9.4606,4.6583,4.2872,4.6072,6.4317,4.6917,0.6348,11.7524,,,,,,,,,,,,
2016-02-01,一,6.5539,7.1075,5.4112,0.8421,9.348,4.6346,4.2453,4.6024,6.4161,4.6837,0.6314,11.4313,,,,,,,,,,,,
2016-01-29,五,6.5516,7.17,5.5205,0.8409,9.4209,4.6491,4.2500,4.5984,6.4681,4.666,0.6346,11.6053,,,,,,,,,,,,
2016-01-28,四,6.5528,7.1461,5.5357,0.8411,9.3506,4.6072,4.2256,4.5846,6.4670,4.6467,0.6449,11.834,,,,,,,,,,,,
2016-01-27,三,6.5533,7.1224,5.5481,0.8413,9.4139,4.6064,4.2650,4.6024,6.4519,4.6444,0.6515,11.9598,,,,,,,,,,,,
2016-01-26,二,6.5548,7.1183,5.5493,0.8408,9.3355,4.5616,4.2309,4.5876,6.4783,4.5899,0.6505,12.1835,,,,,,,,,,,,
2016-01-25,一,6.5557,7.0946,5.5431,0.8408,9.3766,4.6005,4.2579,4.5986,6.4738,4.635,0.6513,11.8752,,,,,,,,,,,,
2016-01-22,五,6.5572,7.1216,5.5778,0.8396,9.3352,4.5976,4.2830,4.5827,6.5115,4.5957,0.6609,12.5319,,,,,,,,,,,,
2016-01-21,四,6.5585,7.1386,5.6037,0.8392,9.3247,4.5542,4.2351,4.5745,6.5367,4.5384,0.6643,12.4013,,,,,,,,,,,,
2016-01-20,三,6.5578,7.1627,5.5834,0.8387,9.2987,4.5302,4.1946,4.5678,6.5432,4.5006,0.6675,12.0084,,,,,,,,,,,,
2016-01-19,二,6.5596,7.1487,5.5884,0.8407,9.364,4.5213,4.2419,4.5696,6.5305,4.5136,0.6653,12.0896,,,,,,,,,,,,
2016-01-18,一,6.559,7.1702,5.6099,0.841,9.3703,4.508,4.2276,4.5628,6.5589,4.5011,0.6741,11.8453,,,,,,,,,,,,
2016-01-15,五,6.5637,7.1397,5.5661,0.844,9.4862,4.5963,4.2656,4.5774,6.5416,4.5727,0.665,11.5774,,,,,,,,,,,,
2016-01-14,四,6.5616,7.1468,5.5857,0.8455,9.4609,4.5616,4.2643,4.5650,6.5265,4.5687,0.668,11.6559,,,,,,,,,,,,
2016-01-13,三,6.563,7.1211,5.5773,0.8458,9.4946,4.597,4.3059,4.5755,6.5486,4.6066,0.6663,11.6932,,,,,,,,,,,,
2016-01-12,二,6.5628,7.1454,5.593,0.8457,9.579,4.6014,4.3128,4.5852,6.5720,4.6191,0.6629,11.5617,,,,,,,,,,,,
2016-01-11,一,6.5626,7.1936,5.6163,0.8454,9.5585,4.5804,4.3067,4.5637,6.6305,4.6273,0.6673,11.4282,,,,,,,,,,,,
2016-01-08,五,6.5636,7.1735,5.5872,0.8464,9.6125,4.6207,4.3615,4.5919,6.6088,4.6531,0.6663,11.3472,,,,,,,,,,,,
2016-01-07,四,6.5646,7.0579,5.5246,0.8468,9.5911,4.6393,4.3561,4.5626,6.5070,4.665,0.6678,11.3782,,,,,,,,,,,,
2016-01-06,三,6.5314,7.013,5.4828,0.8426,9.577,4.6774,4.3724,4.5800,6.4694,4.6715,0.6626,11.24,,,,,,,,,,,,
2016-01-05,二,6.5169,7.0569,5.47,0.8408,9.5965,4.6907,4.4008,4.5772,6.5067,4.6797,0.6645,11.1653,,,,,,,,,,,,
2016-01-04,一,6.5032,7.0483,5.3993,0.8391,9.5727,4.7329,4.4269,4.5747,6.4937,4.6897,0.662,11.2838,,,,,,,,,,,,
2015-12-31,四,6.4936,7.0952,5.3875,0.8378,9.6159,4.7276,4.4426,4.5875,6.4018,4.6814,0.6605,11.31,,,,,,,,,,,,
2015-12-30,三,6.4895,7.0894,5.3842,0.8373,9.6142,4.7283,4.4542,4.5911,6.5376,4.6893,0.6601,11.1412,,,,,,,,,,,,
2015-12-29,二,6.4864,7.1183,5.3916,0.8369,9.6585,4.7089,4.4472,4.6102,6.567,4.6712,0.6611,11.1387,,,,,,,,,,,,
2015-12-28,一,6.475,7.1007,5.3809,0.8354,9.6621,4.7098,4.4246,4.6067,6.563,4.6802,0.6648,10.8512,,,,,,,,,,,,
2015-12-25,五,6.4713,7.0939,5.3853,0.8349,9.6659,4.7099,4.4185,4.6098,6.5611,4.6821,0.6654,10.8529,,,,,,,,,,,,
2015-12-24,四,6.4755,7.0665,5.3555,0.8355,9.6342,4.6869,4.4015,4.6107,6.373,4.6751,0.6646,10.7699,,,,,,,,,,,,
2015-12-23,三,6.4731,7.09,5.3492,0.835,9.6002,4.6829,4.4109,4.6095,6.5523,4.6502,0.6625,10.9975,,,,,,,,,,,,
2015-12-22,二,6.4746,7.0659,5.3447,0.8352,9.6449,4.6604,4.3898,4.6046,6.5243,4.6406,0.6631,11.0034,,,,,,,,,,,,
2015-12-21,一,6.4753,7.042,5.3405,0.8353,9.6599,4.6404,4.3589,4.5878,6.5306,4.6405,0.662,10.9591,,,,,,,,,,,,
2015-12-18,五,6.4814,7.0267,5.2962,0.836,9.6683,4.618,4.3407,4.5685,6.5176,4.6478,0.6648,10.9659,,,,,,,,,,,,
2015-12-17,四,6.4757,7.0383,5.2901,0.8355,9.6989,4.6667,4.3815,4.589,6.5232,4.6954,0.6643,10.8542,,,,,,,,,,,,
2015-12-16,三,6.4626,7.0647,5.311,0.8338,9.7222,4.6541,4.3715,4.5926,6.5206,4.7042,0.6645,10.8189,,,,,,,,,,,,
2015-12-15,二,6.4559,7.0972,5.3321,0.833,9.7833,4.6807,4.3753,4.5842,6.5523,4.7041,0.666,10.9193,,,,,,,,,,,,
2015-12-14,一,6.4495,7.0807,5.3343,0.8321,9.8064,4.6257,4.3288,4.5679,6.5601,4.6902,0.6654,10.8694,,,,,,,,,,,,
2015-12-11,五,6.4358,7.0388,5.2855,0.8304,9.7551,4.6799,4.3461,4.5867,6.5121,4.7163,0.6605,10.7066,,,,,,,,,,,,
2015-12-10,四,6.4236,7.0674,5.2792,0.8288,9.752,4.672,4.3306,4.5816,6.5282,4.7394,0.6599,10.7802,,,,,,,,,,,,
2015-12-9,三,6.414,6.982,5.216,0.8276,9.6272,4.6332,4.2563,4.5571,6.4568,4.7224,0.662,10.8273,,,,,,,,,,,,
2015-12-8,二,6.4078,6.9399,5.199,0.8267,9.643,4.6569,4.257,4.5586,6.4034,4.7435,0.6584,10.8184,,,,,,,,,,,,
2015-12-7,一,6.3985,6.9568,5.1971,0.8256,9.6648,4.6939,4.3022,4.5769,6.417,4.7771,0.6569,10.6336,,,,,,,,,,,,
2015-12-4,五,6.3851,6.9769,5.2063,0.8239,9.6623,4.6805,4.2639,4.5801,6.4279,4.7843,0.6584,10.562,,,,,,,,,,,,
2015-12-3,四,6.3982,6.7867,5.1958,0.8255,9.5614,4.6674,4.2474,4.5291,6.2805,4.7941,0.6616,10.5379,,,,,,,,,,,,
2015-12-2,三,6.3958,6.7954,5.203,0.8251,9.6412,4.682,4.2642,4.5498,6.2302,4.7858,0.6585,10.4179,,,,,,,,,,,,
2015-12-1,二,6.3973,6.7598,5.1924,0.8253,9.6335,4.628,4.223,4.5329,6.2171,4.7922,0.6635,10.362,,,,,,,,,,,,
2015-11-30,一,6.3962,6.7673,5.2107,0.8253,9.6149,4.5912,4.1714,4.5211,6.207,4.7797,0.6636,10.3783,,,,,,,,,,,,
2015-11-27,五,6.3915,6.7773,5.2117,0.8247,9.6491,4.6141,4.1998,4.5383,6.2415,4.8074,0.6581,10.3019,,,,,,,,,,,,
2015-11-26,四,6.3896,6.8076,5.2104,0.8244,9.6646,4.6247,4.216,4.5482,6.2528,4.8035,0.6569,10.2634,,,,,,,,,,,,
2015-11-25,三,6.3877,6.801,5.2148,0.8242,9.6346,4.6355,4.1908,4.5375,6.2829,4.8042,0.6588,10.2496,,,,,,,,,,,,
2015-11-24,二,6.3888,6.7935,5.1989,0.8244,9.6621,4.5932,4.1617,4.5061,6.2737,4.7828,0.6694,10.3345,,,,,,,,,,,,
2015-11-23,一,6.3867,6.7894,5.1985,0.8241,9.6966,4.6137,4.1789,4.5162,6.264,4.7808,0.6691,10.1143,,,,,,,,,,,,
2015-11-20,五,6.378,6.8346,5.1894,0.823,9.746,4.5852,4.1829,4.511,6.2889,4.7962,0.6745,10.115,,,,,,,,,,,,
2015-11-19,四,6.3791,6.8121,5.1655,0.8231,9.7309,4.548,4.1483,4.4946,6.2669,4.8003,0.6815,10.1557,,,,,,,,,,,,
2015-11-18,三,6.3796,6.7862,5.1706,0.8231,9.7042,4.5364,4.1293,4.4788,6.2878,4.7877,0.6854,10.2032,,,,,,,,,,,,
2015-11-17,二,6.374,6.8114,5.1731,0.8224,9.6883,4.5256,4.132,4.4825,6.3134,4.7838,0.6851,10.2035,,,,,,,,,,,,
2015-11-16,一,6.375,6.8349,5.2054,0.8225,9.6999,4.5322,4.1633,4.4744,6.3293,4.7839,0.6838,10.4707,,,,,,,,,,,,
2015-11-13,五,6.3655,6.8766,5.1945,0.8213,9.693,4.5401,4.1641,4.4877,6.359,4.7922,0.6836,10.3859,,,,,,,,,,,,
2015-11-12,四,6.3628,6.8467,5.1804,0.8209,9.6887,4.5256,4.1779,4.488,6.3386,4.8018,0.6826,10.2313,,,,,,,,,,,,
2015-11-11,三,6.3614,6.8274,5.1688,0.8206,9.6264,4.4806,4.1629,4.4787,6.3255,4.7949,0.6864,10.1252,,,,,,,,,,,,
2015-11-10,二,6.3602,6.8397,5.1636,0.8205,9.6147,4.4807,4.1518,4.47,6.3426,4.7908,0.6833,10.1562,,,,,,,,,,,,
2015-11-9,一,6.3578,6.8351,5.1729,0.8202,9.5954,4.4917,4.1676,4.4756,,4.7799,0.6784,10.093,,,,,,,,,,,,
2015-11-6,五,6.3459,6.9038,5.2153,0.8187,9.6541,4.5358,4.1915,4.5115,,4.8221,0.6729,9.9676,,,,,,,,,,,,
2015-11-5,四,6.3381,6.8866,5.2208,0.8178,9.7528,4.5283,4.1813,4.5175,,4.8147,0.6709,9.9634,,,,,,,,,,,,
2015-11-4,三,6.3343,6.945,5.2348,0.8173,9.7727,4.5507,4.2189,4.5424,,4.8509,0.6687,9.8764,,,,,,,,,,,,
2015-11-3,二,6.331,6.9744,5.2473,0.8169,9.7729,4.5367,4.2828,4.5334,,4.8354,0.673,10.0409,,,,,,,,,,,,
2015-11-2,一,6.3154,6.971,5.2415,0.8149,9.7517,4.5067,4.273,4.5144,,4.8287,0.676,10.1502,,,,,,,,,,,,
2015-10-30,五,6.3495,6.9771,5.2493,0.8193,9.7329,4.5063,4.2689,4.5336,,4.8281,0.6732,10.1051,,,,,,,,,,,,
2015-10-29,四,6.3596,6.9459,5.2701,0.8206,9.7141,4.5212,4.255,4.5348,,4.8201,0.6691,10.0481,,,,,,,,,,,,
