date,weekday,USD/CNY,EUR/CNY,100JPY/CNY,HKD/CNY,GBP/CNY,AUD/CNY,NZD/CNY,SGD/CNY,CHF/CNY,CAD/CNY,CNY/MYR,CNY/RUB,CNY/ZAR,CNY/KRW,CNY/AED,CNY/SAR,CNY/HUF,CNY/PLN,CNY/DKK,CNY/SEK,CNY/NOK,CNY/TRY,CNY/MXN,CNY/THB
2017-12-29,五,6.5342,7.8023,5.7883,0.8359,8.7792,5.0928,4.6327,4.8831,6.6779,5.2009,0.6222,8.814,1.8950,163.69,0.56212,0.57397,39.7300,0.53576,0.9543,1.2624,1.2624,0.57834,3.0165,4.9988
2017-12-28,四,6.5412,7.7837,5.7788,0.8373,8.7708,5.0863,4.6259,4.8820,6.6371,5.1701,0.6239,8.8179,1.8747,164.02,0.56144,0.57329,39.8521,0.53833,0.9565,1.2638,1.2633,0.58342,3.0142,5.0044
2017-12-27,三,6.5421,7.758,5.7795,0.8373,8.7486,5.0562,4.6002,4.8698,6.6106,5.1564,0.6241,8.8126,1.9108,164.39,0.56137,0.57324,40.1733,0.54125,0.9597,1.2765,1.2702,0.58209,3.0367,5.0076
2017-12-26,二,6.5416,7.7656,5.7734,0.8375,8.748,5.0502,4.5959,4.8672,6.6165,5.1397,0.6233,8.8743,1.9273,164.78,0.56141,0.57328,40.1336,0.54018,0.9586,1.2735,1.2715,0.58169,3.0184,4.9986
2017-12-25,一,6.5683,7.7872,5.7975,0.84,8.7794,5.0666,4.6060,4.8879,6.6396,5.1627,0.6208,8.8783,1.9205,164.15,0.55912,0.57095,39.9594,0.53885,0.9560,1.2698,1.2675,0.58027,3.0045,4.9809
2017-12-22,五,6.5821,7.8041,5.8069,0.8415,8.8083,5.072,4.6180,4.8957,6.6592,5.1667,0.6195,8.8794,1.9383,164.29,0.55793,0.56976,39.9799,0.53768,0.9535,1.2735,1.2711,0.58045,2.9585,4.9669
2017-12-21,四,6.5795,7.8149,5.8056,0.8412,8.7971,5.0449,4.6105,4.8960,6.6697,5.1283,0.6187,8.9276,1.9358,164.30,0.55816,0.56994,40.0456,0.53821,0.9528,1.2762,1.2779,0.58070,2.9235,4.975
2017-12-20,三,6.6066,7.8226,5.8513,0.845,8.8452,5.0607,4.6084,4.9053,6.7061,5.1324,0.6176,8.8967,1.9265,164.27,0.55591,0.56766,40.0003,0.53717,0.9515,1.2714,1.2642,0.58030,2.9077,4.9513
2017-12-19,二,6.6098,7.788,5.8725,0.8456,8.8443,5.0663,4.6242,4.9032,6.7060,5.1369,0.6175,8.875,1.9258,164.47,0.55568,0.56741,40.2272,0.54006,0.9557,1.2763,1.2648,0.57940,2.8863,4.9408
2017-12-18,一,6.6162,7.7707,5.8713,0.8469,8.8109,5.0595,4.6313,4.9030,6.6764,5.1403,0.6168,8.8931,1.9782,164.69,0.55515,0.56685,40.4138,0.54186,0.9579,1.2860,1.2679,0.58316,2.8899,4.917
2017-12-15,五,6.6113,7.7838,5.8837,0.8465,8.8784,5.067,4.6190,4.9109,6.6843,5.1662,0.6173,8.8952,2.0421,164.71,0.55561,0.56730,40.3800,0.54261,0.9564,1.2768,1.2550,0.58804,2.8915,4.9166
2017-12-14,四,6.6033,7.8192,5.8579,0.8461,8.8585,5.0441,4.6321,4.9052,6.7001,5.1514,0.6183,8.864,2.0391,164.48,0.55627,0.56800,40.2632,0.54005,0.9525,1.2734,1.2588,0.57789,2.8816,4.9197
2017-12-13,三,6.6251,7.7779,5.8338,0.8487,8.8225,5.008,4.5967,4.8974,6.6817,5.147,0.6156,8.9451,2.0635,164.92,0.55437,0.56607,40.3429,0.54102,0.9567,1.2710,1.2593,0.58060,2.8948,4.9225
2017-12-12,二,6.6162,7.7914,5.8267,0.8473,8.8297,4.9811,4.5708,4.8969,6.6731,5.1467,0.6159,8.9095,2.0569,164.65,0.55516,0.56683,40.3657,0.53912,0.9553,1.2848,1.2661,0.57950,2.8801,4.9256
2017-12-11,一,6.6152,7.787,5.826,0.8472,8.8588,4.9665,4.5280,4.8910,6.6630,5.1436,0.6175,8.9325,2.0676,165.10,0.55522,0.56691,40.2952,0.53897,0.9557,1.2787,1.2546,0.58017,2.8647,4.9295
2017-12-08,五,6.6218,7.7941,5.8498,0.848,8.9199,4.9725,4.5208,4.8985,6.6567,5.1499,0.6172,8.949,2.0737,165.20,0.55463,0.56635,40.3874,0.53998,0.9548,1.2818,1.2559,0.58354,2.8638,4.927
2017-12-07,四,6.6195,7.8121,5.8947,0.8473,8.8598,5.0065,4.5540,4.9064,6.6885,5.1759,0.6158,8.9428,2.0441,165.24,0.55482,0.56656,40.2161,0.53918,0.9524,1.2726,1.2489,0.58162,2.8500,4.929
2017-12-06,三,6.6163,7.8236,5.8782,0.8467,8.8768,5.0277,4.5490,4.9098,6.6989,5.2122,0.6144,8.8833,2.0331,164.24,0.55514,0.56683,40.1338,0.53797,0.9510,1.2643,1.2485,0.58074,2.8365,4.9276
2017-12-05,二,6.6113,7.846,5.8762,0.8457,8.9082,5.0284,4.5430,4.9081,6.7140,5.2144,0.6139,8.8892,2.0456,164.43,0.55554,0.56726,39.9789,0.53630,0.9485,1.2736,1.2585,0.58613,2.8150,4.9282
2017-12-04,一,6.6105,7.8462,5.8628,0.8462,8.9261,5.019,4.5359,4.9032,6.7434,5.2021,0.6188,8.9061,2.0824,164.24,0.55564,0.56735,39.9826,0.53623,0.9484,1.2669,1.2545,0.59328,2.8222,4.9348
2017-12-01,五,6.6067,7.8621,5.8682,0.8459,8.938,4.9946,4.5113,4.8984,6.7160,5.1235,0.619,8.8469,2.0776,164.60,0.55591,0.56762,39.8148,0.53460,0.9465,1.2686,1.2593,0.59298,2.8224,4.9338
2017-11-30,四,6.6034,7.8252,5.8945,0.8458,8.8567,4.9981,4.5303,4.9010,6.7072,5.1326,0.6181,8.8751,2.0694,163.46,0.55623,0.56796,39.8681,0.53697,0.9511,1.2674,1.2495,0.59925,2.8115,4.9278
2017-11-29,三,6.6011,7.821,5.9154,0.846,8.8179,5.0168,4.5510,4.9049,6.7089,5.1517,0.6214,8.8428,2.0704,164.15,0.55641,0.56815,39.7317,0.53733,0.9516,1.2639,1.2476,0.60056,2.8078,4.9314
2017-11-28,二,6.5944,7.8481,5.9364,0.8452,8.7853,5.0155,4.5622,4.8985,6.7207,5.1683,0.624,8.8644,2.0857,165.23,0.55703,0.56874,39.6002,0.53627,0.9481,1.2572,1.2352,0.59246,2.8172,4.9434
2017-11-27,一,6.5874,7.8534,5.9026,0.8438,8.7799,5.0137,4.5274,4.8920,6.7201,5.1824,0.6246,8.8565,2.1343,164.79,0.55757,0.56930,39.7095,0.53599,0.9474,1.2575,1.2351,0.59946,2.8177,4.9536
2017-11-24,五,6.581,7.7989,5.9137,0.8427,8.756,5.0172,4.5329,4.8914,6.7045,5.1761,0.6241,8.8824,2.1093,164.90,0.55810,0.56987,40.0630,0.53980,0.9544,1.2606,1.2359,0.59598,2.8299,4.9616
2017-11-23,四,6.6021,7.8035,5.9351,0.8452,8.7934,5.0269,4.5399,4.9024,6.7216,5.1968,0.6219,8.8462,2.0949,164.52,0.55637,0.56810,40.1538,0.54010,0.9539,1.2634,1.2353,0.59349,2.8247,4.9498
2017-11-22,三,6.629,7.7836,5.8993,0.8487,8.7804,5.0266,4.5356,4.8967,6.6899,5.1873,0.6234,8.9183,2.1085,164.72,0.55404,0.56573,40.2522,0.54213,0.9562,1.2716,1.2392,0.59752,2.8383,4.9408
2017-11-21,二,6.6356,7.7872,5.8936,0.8495,8.785,5.0104,4.5209,4.8892,6.6801,5.1786,0.6253,8.9493,2.1172,165.36,0.55350,0.56519,40.1142,0.54309,0.9554,1.2783,1.2499,0.59182,2.8624,4.9429
2017-11-20,一,6.6271,7.7821,5.912,0.8483,8.7544,5.0077,4.5094,4.8859,6.7005,5.1843,0.6274,8.9239,2.1106,165.27,0.55431,0.56595,40.0618,0.54381,0.9562,1.2747,1.2464,0.58363,2.8581,4.9502
2017-11-17,五,6.6277,7.8028,5.8603,0.8487,8.7468,5.0279,4.5423,4.8871,6.6685,5.1966,0.6298,9.0024,2.1355,165.56,0.55420,0.56586,39.9654,0.54334,0.9538,1.2677,1.2393,0.58295,2.8747,4.9622
2017-11-16,四,6.6286,7.8076,5.8738,0.849,8.732,5.0315,4.5539,4.8842,6.7039,5.1936,0.6299,9.0807,2.1730,167.20,0.55413,0.56578,39.9677,0.54332,0.9533,1.2728,1.2437,0.58574,2.9024,4.9795
2017-11-15,三,6.6263,7.8185,5.8455,0.8491,8.7243,5.0546,4.5580,4.8783,6.6979,5.2051,0.632,9.1011,2.1678,168.38,0.55409,0.56580,39.8854,0.54360,0.9518,1.2672,1.2345,0.58685,2.8908,4.9847
2017-11-14,二,6.6399,7.7447,5.8432,0.8512,8.7093,5.0584,4.5800,4.8753,6.6633,5.2129,0.6311,8.9448,2.1793,168.68,0.55312,0.56480,40.2337,0.54677,0.9605,1.2631,1.2304,0.58282,2.8789,4.9792
2017-11-13,一,6.6347,7.7333,5.8376,0.8503,8.7203,5.0743,4.5927,4.8756,6.6584,5.228,0.6318,8.9293,2.1691,168.64,0.55361,0.56528,40.2847,0.54619,0.9619,1.2599,1.2267,0.58242,2.8794,4.9893
2017-11-10,五,6.6282,7.7193,5.8484,0.8499,8.7108,5.0908,4.6019,4.8776,6.6674,5.2275,0.6339,8.942,2.1498,168.53,0.55419,0.56589,40.4062,0.54820,0.9640,1.2636,1.2265,0.58348,2.8730,4.9858
2017-11-09,四,6.6325,7.6884,5.8243,0.8508,8.6974,5.0923,4.6131,4.8699,6.6333,5.2115,0.6373,8.931,2.1341,168.07,0.55379,0.56547,40.5542,0.55093,0.9681,1.2637,1.2303,0.58285,2.8803,4.9935
2017-11-08,三,6.6277,7.6894,5.8283,0.8493,8.7309,5.0732,4.5804,4.8631,6.6386,5.1944,0.6379,8.9379,2.1443,167.94,0.55416,0.56588,40.4690,0.55191,0.9679,1.2649,1.2309,0.58610,2.8870,4.9936
2017-11-07,二,6.6216,7.6877,5.8199,0.8487,8.7217,5.0887,4.5961,4.8617,6.6371,5.2082,0.6384,8.8087,2.1299,168.05,0.55474,0.56641,40.4470,0.55136,0.9681,1.2682,1.2287,0.57860,2.8765,4.9942
2017-11-06,一,6.6247,7.6928,5.8022,0.849,8.6658,5.0682,4.5766,4.8557,6.6230,5.1922,0.6391,8.8913,2.1441,168.31,0.55429,0.56597,40.3678,0.55153,0.9672,1.2724,1.2322,0.58621,2.8929,4.9976
2017-11-03,五,6.6072,7.7025,5.7947,0.8469,8.6238,5.0918,4.5682,4.8617,6.6121,5.1576,0.6401,8.8174,2.1161,168.41,0.55587,0.56759,40.3510,0.54986,0.9663,1.2706,1.2314,0.57522,2.8739,5.0079
2017-11-02,四,6.6196,7.6985,5.8016,0.8485,8.7757,5.0848,4.5657,4.8649,6.6040,5.1435,0.6387,8.804,2.1242,168.36,0.55480,0.56652,40.3598,0.54997,0.9668,1.2686,1.2302,0.57646,2.8832,5.0085
2017-11-01,三,6.63,7.725,5.8324,0.8498,8.8104,5.0744,4.5697,4.8663,6.6456,5.1426,0.6383,8.7896,2.1307,168.73,0.55396,0.56562,40.2956,0.54880,0.9633,1.2630,1.2315,0.57151,2.8921,5.0077
2017-10-31,二,6.6397,7.7333,5.87,0.8513,8.7682,5.1077,4.5611,4.8807,6.6714,5.1754,0.6377,8.7253,2.1171,169.25,0.55321,0.56487,40.2119,0.54977,0.9624,1.2582,1.2282,0.56951,2.9002,5.0005
2017-10-30,一,6.6487,7.7158,5.8455,0.852,8.7322,5.0979,4.5609,4.8686,6.6612,5.1821,0.6379,8.737,2.1215,169.57,0.55244,0.56404,40.2026,0.55023,0.9643,1.2578,1.2274,0.56994,2.8806,4.9975
2017-10-27,五,6.6473,7.7356,5.8282,0.8519,8.7301,5.0919,4.5458,4.8597,6.6638,5.1756,0.6365,8.7102,2.1403,169.76,0.55211,0.56371,40.1023,0.54940,0.9618,1.2575,1.2308,0.57426,2.8863,5.0034
2017-10-26,四,6.6288,7.836,5.8362,0.8495,8.8013,5.1068,4.5608,4.8763,6.7040,5.1786,0.6382,8.7079,2.1239,169.85,0.55388,0.56556,39.5702,0.54143,0.9499,1.2386,1.2084,0.56675,2.8821,4.9968
2017-10-25,三,6.6322,7.8019,5.8234,0.8501,8.7123,5.1562,4.5798,4.8681,6.6972,5.2357,0.6378,8.6869,2.0726,170.21,0.55356,0.56521,39.7028,0.54391,0.9540,1.2392,1.2068,0.56409,2.8986,5.0028
2017-10-24,二,6.6268,7.7896,5.8442,0.8496,8.7507,5.1779,4.6271,4.8697,6.7322,5.2437,0.6391,8.6769,2.0676,170.38,0.55426,0.56592,39.5365,0.54278,0.9556,1.2372,1.2073,0.56058,2.8787,4.9987
2017-10-23,一,6.6205,7.7944,5.8149,0.8486,8.7396,5.175,4.6001,4.8625,6.7256,5.2469,0.6374,8.6862,2.0660,170.95,0.55420,0.56586,39.4658,0.54297,0.9548,1.2332,1.2062,0.55612,2.8637,5.0122
2017-10-20,五,6.6092,7.8318,5.8707,0.8472,8.6942,5.2062,4.6382,4.8737,6.7727,5.2968,0.6387,8.6638,2.0441,170.84,0.55563,0.56732,39.2678,0.54053,0.9504,1.2293,1.1992,0.55214,2.8454,5.0071
2017-10-19,四,6.6093,7.8002,5.8519,0.8464,8.7345,5.1902,4.7338,4.8734,6.7416,5.3047,0.6386,8.6743,2.0519,171.01,0.55563,0.56732,39.4752,0.54280,0.9542,1.2304,1.2028,0.55596,2.8554,5.0041
2017-10-18,三,6.5991,7.7734,5.888,0.8452,8.7138,5.1821,4.7354,4.8759,6.7548,5.2844,0.639,8.6626,2.0276,171.11,0.55605,0.56777,39.6125,0.54482,0.9575,1.2341,1.2016,0.55494,2.8451,5.0051
2017-10-17,二,6.5883,7.7714,5.8739,0.8438,8.7318,5.1702,4.7363,4.8718,6.7569,5.2645,0.6397,8.6872,2.0208,171.27,0.55716,0.56891,39.5860,0.54463,0.9577,1.2296,1.1986,0.55308,2.8901,5.02
2017-10-16,一,6.5839,7.7765,5.8817,0.8434,8.7453,5.1886,4.7247,4.8759,6.7523,5.2742,0.6405,8.6916,2.0167,171.34,0.55790,0.56966,39.6193,0.54658,0.9574,1.2336,1.1987,0.55213,2.8758,5.0225
2017-10-13,五,6.5866,7.7949,5.8695,0.8437,8.7399,5.1549,4.6968,4.8682,6.7559,5.2812,0.6405,8.7542,2.0464,171.96,0.55763,0.56937,39.5904,0.54765,0.9549,1.2329,1.1997,0.55552,2.8689,5.0258
2017-10-12,四,6.5808,7.8061,5.8527,0.8431,8.7073,5.1323,4.6683,4.8613,6.7617,5.2858,0.6403,8.7844,2.0555,172.07,0.55816,0.56991,39.5865,0.54690,0.9536,1.2225,1.2029,0.55400,2.8424,5.0355
2017-10-11,三,6.5841,7.7802,5.8596,0.8437,8.6953,5.1275,4.6602,4.8571,6.7558,5.2617,0.6408,8.8182,2.0804,172.23,0.55799,0.56971,39.9488,0.55211,0.9567,1.2253,1.2067,0.56311,2.8579,5.0492
2017-10-10,二,6.6273,7.7854,5.8809,0.8491,8.7102,5.1461,4.6822,4.8645,6.7651,5.281,0.6379,8.7918,2.0822,172.34,0.55419,0.56583,40.0489,0.55258,0.9563,1.2257,1.2041,0.55925,2.8169,5.0332
2017-10-09,一,6.6493,7.8092,5.9145,0.8518,8.7073,5.1781,4.7059,4.8751,6.8073,5.3091,0.6354,8.7323,2.0659,171.97,0.55167,0.56329,39.9139,0.55167,0.9525,1.2188,1.2004,0.55921,2.7892,5.0226
2017-09-29,五,6.6369,7.8233,5.9089,0.8497,8.925,5.2114,4.7970,4.8920,6.8460,5.3419,0.6363,8.7131,2.0345,172.45,0.55293,0.56456,39.7356,0.55153,0.9511,1.2219,1.1957,0.53572,2.7340,5.0178
2017-09-28,四,6.6285,7.7936,5.8813,0.8489,8.8907,5.2093,4.7872,4.8814,6.8267,5.316,0.6359,8.762,2.0465,172.19,0.55353,0.56517,39.9344,0.55458,0.9547,1.2277,1.1981,0.53940,2.7470,5.0153
2017-09-27,三,6.6192,7.8124,5.9008,0.8473,8.9165,5.2234,4.7748,4.8919,6.8405,5.3635,0.6343,8.7181,2.0166,171.53,0.55395,0.56562,39.8270,0.54850,0.9522,1.2256,1.1910,0.53440,2.7077,5.0057
2017-09-26,二,6.6076,7.8355,5.9184,0.8456,8.9134,5.2458,4.7968,4.8951,6.8442,5.345,0.6354,8.6996,2.0171,171.48,0.55548,0.56716,39.6026,0.54530,0.9494,1.2158,1.1822,0.53639,2.7100,5.0051
2017-09-25,一,6.5945,7.8614,5.8665,0.8445,8.9081,5.251,4.8059,4.8940,6.7918,5.3402,0.636,8.7366,2.0081,171.87,0.55699,0.56869,39.3808,0.54310,0.9463,1.2121,1.1858,0.53133,2.6932,5.0201
2017-09-22,五,6.5861,7.8652,5.8569,0.8437,8.9419,5.2196,4.8041,4.8788,6.7867,5.3434,0.6373,8.7901,2.0176,171.98,0.55769,0.56939,39.4083,0.54382,0.9459,1.2101,1.1843,0.53231,2.7151,5.0252
2017-09-21,四,6.5867,7.8193,5.8538,0.8443,8.8858,5.2815,4.8334,4.8771,6.7814,5.3368,0.636,8.8359,2.0240,171.81,0.55769,0.56942,39.4791,0.54691,0.9515,1.2185,1.1953,0.53223,2.7015,5.0312
2017-09-20,三,6.567,7.8749,5.8923,0.8414,8.8819,5.2598,4.8089,4.8800,6.8288,5.3442,0.6381,8.8381,2.0292,172.01,0.55937,0.57115,39.1082,0.54352,0.9447,1.2109,1.1881,0.53124,2.7135,5.0296
2017-09-19,二,6.553,7.8403,5.8822,0.8384,8.864,5.2267,4.7644,4.8678,6.8201,5.3391,0.6388,8.8485,2.0282,171.92,0.56035,0.57212,39.4485,0.54758,0.9488,1.2138,1.1935,0.53192,2.7080,5.0392
2017-09-18,一,6.5419,7.8137,5.8896,0.8368,8.884,5.2358,4.7721,4.8624,6.8142,5.367,0.6402,8.8021,2.0117,172.88,0.56147,0.57329,39.5811,0.54740,0.9523,1.2178,1.2003,0.52600,2.6957,5.0557
2017-09-15,五,6.5423,7.7973,5.9474,0.8374,8.7646,5.2324,4.7278,4.8591,6.8006,5.3769,0.6418,8.7868,2.0073,173.17,0.56144,0.57327,39.5631,0.54885,0.9542,1.2217,1.2037,0.52497,2.7015,5.0522
2017-09-14,四,6.5465,7.7813,5.9238,0.8379,8.6471,5.2249,4.7439,4.8472,6.7908,5.3794,0.6402,8.8514,2.0080,172.85,0.56109,0.57287,39.5424,0.55025,0.9560,1.2266,1.2032,0.52821,2.7127,5.0627
2017-09-13,三,6.5382,7.8219,5.9316,0.8369,8.6848,5.2404,4.7536,4.8523,6.8065,5.368,0.6436,8.8234,1.9883,172.67,0.56197,0.57378,39.2627,0.54426,0.9509,1.2192,1.1989,0.52552,2.7123,5.0659
2017-09-12,二,6.5277,7.7992,5.9661,0.8355,8.5945,5.2342,4.7330,4.8466,6.8220,5.389,0.6439,8.7705,1.9872,173.13,0.56299,0.57487,39.2896,0.54426,0.9534,1.2271,1.2013,0.52270,2.7083,5.0744
2017-09-11,一,6.4997,7.778,5.9733,0.8318,8.5358,5.2101,4.6868,4.8209,6.8297,5.3274,0.6488,8.857,1.9956,174.19,0.56759,0.57954,39.4148,0.54569,0.9569,1.2274,1.1976,0.52718,2.7394,5.1114
2017-09-08,五,6.5032,7.8013,5.984,0.8334,8.493,5.2227,4.6999,4.8413,6.8262,5.355,0.6485,8.7816,1.9745,173.90,0.56648,0.57841,39.2155,0.54496,0.9542,1.2213,1.1923,0.52510,2.7236,5.097
2017-09-07,四,6.5269,7.7841,5.9762,0.8341,8.5154,5.2265,4.7014,4.8352,6.8277,5.3337,0.6484,8.7893,1.9612,173.48,0.56274,0.57457,39.3625,0.54580,0.9560,1.2209,1.1945,0.52520,2.7238,5.0768
2017-09-06,三,6.5311,7.7857,6.0119,0.8346,8.5141,5.2267,4.7337,4.8281,6.8456,5.2812,0.6516,8.8148,1.9773,173.25,0.56243,0.57424,39.3321,0.54381,0.9555,1.2192,1.1898,0.52655,2.7394,5.0717
2017-09-05,二,6.537,7.761,5.9442,0.8354,8.4306,5.1838,4.6727,4.8082,6.8055,5.2555,0.6544,8.8557,1.9859,173.30,0.56297,0.57478,39.4306,0.54656,0.9583,1.2203,1.1974,0.52596,2.7408,5.0765
2017-09-04,一,6.5668,7.8024,5.9767,0.8392,8.5096,5.2322,4.7082,4.8366,6.8301,5.3031,0.6504,8.7832,1.9723,171.44,0.55947,0.57121,39.1464,0.54565,0.9535,1.2153,1.1866,0.52241,2.7135,5.0548
2017-09-01,五,6.5909,7.8477,5.9845,0.8423,8.5228,5.2327,4.7298,4.8594,6.8664,5.2822,0.6481,8.809,1.9736,170.59,0.55752,0.56927,38.9708,0.54127,0.9477,1.2050,1.1771,0.52394,2.7152,5.0356
2017-08-31,四,6.601,7.8525,5.978,0.8436,8.5277,5.2207,4.7562,4.8615,6.8513,5.2297,0.6467,8.8668,1.9714,170.32,0.55632,0.56800,38.9359,0.54187,0.9475,1.2080,1.1817,0.52345,2.6874,5.0309
2017-08-30,三,6.6102,7.9143,6.0248,0.8447,8.5416,5.2578,4.7985,4.8757,6.9164,5.2825,0.6454,8.9064,1.9655,170.25,0.55555,0.56724,38.6437,0.53758,0.9404,1.2014,1.1731,0.52149,2.7022,5.0269
2017-08-29,二,6.6293,7.9333,6.0961,0.8474,8.5706,5.2548,4.8029,4.8909,6.9563,5.297,0.6437,8.8419,1.9742,169.59,0.55403,0.56567,38.3576,0.53627,0.9377,1.2032,1.1737,0.52137,2.7056,5.013
2017-08-28,一,6.6353,7.9302,6.0725,0.8482,8.5613,5.2695,4.8083,4.8947,6.9452,5.3197,0.6435,8.8238,1.9614,169.18,0.55356,0.56520,38.4040,0.53657,0.9388,1.1986,1.1660,0.51887,2.6566,5.0062
2017-08-25,五,6.6579,7.8539,6.0774,0.8509,8.5207,5.2576,4.7953,4.8893,6.8966,5.3217,0.6424,8.8801,1.9834,169.45,0.55166,0.56328,38.7092,0.54253,0.9470,1.2120,1.1781,0.52363,2.6605,5.0066
2017-08-24,四,6.6525,7.8602,6.1072,0.8501,8.5167,5.2627,4.8110,4.8920,6.8929,5.3037,0.643,8.8748,1.9775,169.59,0.55216,0.56377,38.5057,0.54498,0.9463,1.2109,1.1819,0.52306,2.6583,5.0073
2017-08-23,三,6.6633,7.8356,6.0755,0.8514,8.5417,5.2647,4.8375,4.8898,6.8787,5.3005,0.6424,8.8681,1.9839,169.91,0.55121,0.56280,38.6616,0.54544,0.9493,1.2155,1.1872,0.52458,2.6509,4.9881
2017-08-22,二,6.6597,7.8687,6.1087,0.8512,8.5894,5.2881,4.8799,4.8939,6.9198,5.3021,0.6434,8.8766,1.9762,170.89,0.55149,0.56308,38.5348,0.54374,0.9454,1.2127,1.1864,0.52503,2.6514,4.9902
2017-08-21,一,6.6709,7.8412,6.1014,0.8528,8.5863,5.2864,4.8757,4.8917,6.9102,5.2973,0.6429,8.8568,1.9738,170.83,0.55059,0.56215,38.7077,0.54552,0.9485,1.2163,1.1867,0.52734,2.6561,4.9798
2017-08-18,五,6.6744,7.8239,6.0975,0.8531,8.5894,5.2639,4.8643,4.8850,6.9334,5.2637,0.6435,8.8745,1.9865,171.03,0.55035,0.56189,38.8331,0.54628,0.9505,1.2196,1.1947,0.52861,2.6800,4.98
2017-08-17,四,6.6709,7.8531,6.0634,0.8529,8.5998,5.2879,4.8753,4.8960,6.9095,5.283,0.6438,8.8902,1.9760,170.41,0.55060,0.56219,38.7689,0.54346,0.9472,1.2106,1.1878,0.52719,2.6479,4.9769
2017-08-16,三,6.6779,7.8394,6.0358,0.8536,8.5914,5.2258,4.8302,4.8860,6.8662,5.2355,0.6433,8.9378,1.9950,170.03,0.55014,0.56171,38.8070,0.54723,0.9486,1.2091,1.1910,0.52962,2.6671,4.9833
2017-08-15,二,6.6689,7.8546,6.0714,0.8527,8.6415,5.2392,4.8647,4.8913,6.8578,5.2394,0.6437,8.9813,1.9975,170.80,0.55087,0.56242,38.7221,0.54568,0.9469,1.2170,1.1925,0.52875,2.6658,4.9848
2017-08-14,一,6.6601,7.868,6.0952,0.8518,8.6542,5.2603,4.8703,4.8938,6.9130,5.2491,0.6451,8.983,2.0190,171.22,0.55199,0.56356,38.7018,0.54546,0.9452,1.2207,1.1915,0.53111,2.6774,4.9846
2017-08-11,五,6.6642,7.8332,6.1015,0.8524,8.6341,5.2356,4.8384,4.8793,6.9154,5.2234,0.6446,9.0373,2.0219,171.97,0.55195,0.56351,39.0080,0.54682,0.9499,1.2228,1.1953,0.53224,2.7012,4.9968
2017-08-10,四,6.677,7.8519,6.0705,0.8544,8.6844,5.2702,4.9081,4.8963,6.9264,5.2595,0.6417,8.9901,2.0128,170.36,0.55001,0.56153,38.9172,0.54387,0.9477,1.2248,1.1909,0.52980,2.6895,4.9781
2017-08-09,三,6.7075,7.886,6.0938,0.8572,8.7097,5.2946,4.9133,4.9190,6.8950,5.294,0.6389,8.9283,1.9926,168.52,0.54763,0.55912,38.5914,0.54102,0.9439,1.2187,1.1859,0.52651,2.6632,4.9612
2017-08-08,二,6.7184,7.9279,6.066,0.859,8.7578,5.3159,4.9430,4.9307,6.9019,5.2992,0.6374,8.9334,1.9686,167.67,0.54677,0.55823,38.3668,0.53643,0.9384,1.2127,1.1791,0.52528,2.6704,4.9516
2017-08-07,一,6.7228,7.923,6.0679,0.8598,8.7717,5.3354,4.9820,4.9409,6.9120,5.3199,0.6363,8.9044,1.9952,167.63,0.54638,0.55788,38.4553,0.53545,0.9390,1.2113,1.1816,0.52514,2.6567,4.9463
2017-08-04,五,6.7132,7.9773,6.1081,0.8587,8.8227,5.3423,4.9988,4.9450,6.9377,5.3401,0.6371,8.9882,1.9935,167.95,0.54713,0.55861,38.0742,0.53172,0.9325,1.2056,1.1763,0.52730,2.6604,4.9485
2017-08-03,四,6.7211,7.9621,6.0682,0.8599,8.8882,5.3429,4.9780,4.9397,6.9237,5.3453,0.6374,9.0108,1.9665,167.29,0.54648,0.55795,38.0781,0.53472,0.9341,1.2060,1.1755,0.52648,2.6531,4.9528
2017-08-02,三,6.7205,7.9352,6.0869,0.8601,8.8778,5.3481,4.9923,4.9458,6.9582,5.3572,0.6375,8.973,1.9726,166.83,0.54655,0.55798,38.2429,0.53627,0.9371,1.2070,1.1789,0.52516,2.6624,4.9313
2017-08-01,二,6.7148,7.9406,6.0849,0.8597,8.8603,5.3745,5.0416,4.9529,6.9423,5.3696,0.6371,8.8929,1.9620,166.60,0.54695,0.55844,38.2827,0.53554,0.9366,1.2030,1.1730,0.52397,2.6526,4.9522
2017-07-31,一,6.7283,7.9059,6.0879,0.8616,8.8429,5.3672,5.0576,4.9591,6.9465,5.4023,0.6361,8.8557,1.9326,166.97,0.54595,0.55742,38.5280,0.53822,0.9406,1.2048,1.1766,0.52513,2.6386,4.9545
2017-07-28,五,6.7373,7.8734,6.0625,0.8628,8.8066,5.3708,5.0540,4.9601,6.9865,5.3696,0.6346,8.8238,1.9307,165.60,0.54521,0.55664,38.7879,0.53963,0.9445,1.2190,1.1797,0.52520,2.6315,4.9462
2017-07-27,四,6.7307,7.8994,6.059,0.8619,8.8268,5.3852,5.0630,4.9631,7.0749,5.4053,0.6357,8.8111,1.9174,165.51,0.54572,0.55717,38.6081,0.53798,0.9417,1.2142,1.1725,0.52516,2.6137,4.9515
2017-07-26,三,6.7529,7.8613,6.0306,0.8648,8.7963,5.3569,5.0130,4.9541,7.0872,5.3979,0.6339,8.8692,1.9370,165.59,0.54391,0.55535,38.8363,0.54246,0.9459,1.2158,1.1809,0.52900,2.6313,4.9579
